"Tỷ lệ lao động từ 15 tuổi trở lên đang làm việc so với tổng dân số phân theo địa phương chia theo Địa phương và Năm"

" ";"2005";"2007";"2008";"2009";"2010";"2011";"2012";"2013";"2014";"2015";"2016";"Sơ bộ 2017"
"CẢ NƯỚC";51.9;53.7;54.6;55.5;56.4;57.3;57.9;58.2;58.1;57.6;57.5;57.4
"Đồng bằng sông Hồng";53.9;55.1;54.7;55.2;56.6;56.7;57.0;57.3;56.7;56.1;55.7;57.1
"Hà Nội";47.1;48.5;51.4;50.9;53.1;52.1;53.1;52.9;52.0;51.9;51.3;50.3
"Hà Tây";55.4;55.1;..;..;..;..;..;..;..;..;..;..
"Vĩnh Phúc";55.8;58.1;58.3;59.6;59.5;59.0;58.8;59.0;60.0;58.8;58.2;57.4
"Bắc Ninh";52.0;56.2;54.5;56.4;58.1;55.1;56.7;56.7;57.1;56.2;55.6;56.6
"Quảng Ninh";51.8;53.8;53.4;53.6;55.4;57.0;58.0;59.4;57.5;54.7;54.7;54.2
"Hải Dương";59.8;57.3;56.9;58.9;60.1;61.7;60.4;60.8;58.3;57.0;56.8;57.2
"Hải Phòng";52.7;52.4;52.6;52.6;55.3;55.4;55.2;55.9;55.8;55.5;55.4;55.0
"Hưng Yên";56.6;57.6;57.0;59.3;59.9;60.8;60.4;60.5;59.9;59.1;59.0;59.4
"Thái Bình";59.0;62.2;59.0;59.8;60.4;62.4;61.4;60.7;61.3;61.4;60.6;60.3
"Hà Nam";55.2;55.1;58.5;58.0;59.9;58.3;58.6;59.0;58.3;57.8;57.8;57.8
"Nam Định";51.2;57.3;57.6;57.6;57.2;58.3;59.9;61.4;61.8;61.1;61.2;60.6
"Ninh Bình";57.0;54.6;56.1;57.4;58.7;60.2;59.2;62.2;62.0;61.0;60.3;59.5
"Trung du và miền núi phía Bắc";55.4;57.8;58.3;60.4;60.9;62.0;62.8;63.7;63.4;63.1;62.3;62.3
"Hà Giang";57.8;54.0;57.1;59.8;61.8;62.3;60.8;64.5;63.9;63.6;63.8;62.3
"Cao Bằng";54.0;61.4;60.7;62.5;65.0;65.7;66.3;68.5;68.3;68.4;67.6;66.3
"Bắc Kạn";55.7;58.6;59.4;63.1;64.5;66.4;67.7;70.6;71.3;70.8;71.2;68.2
"Tuyên Quang";52.6;56.3;59.4;62.4;59.7;60.9;62.3;63.5;63.5;63.2;62.3;61.5
"Lào Cai";54.6;53.2;55.9;56.8;56.4;58.9;61.0;61.3;61.8;61.9;62.4;61.4
"Yên Bái";57.2;55.4;56.4;58.9;60.1;62.5;62.3;64.1;64.0;64.2;64.3;64.2
"Thái Nguyên";56.6;58.0;58.0;59.2;59.3;59.9;61.6;61.4;60.3;59.9;57.8;58.7
"Lạng Sơn";53.0;60.8;58.9;61.9;62.8;64.2;64.9;65.9;66.7;65.9;64.9;63.5
"Bắc Giang";57.5;58.2;60.4;62.3;62.0;62.0;62.7;62.0;62.3;62.5;61.7;61.0
"Phú Thọ";54.0;57.0;57.8;61.8;63.4;63.0;63.4;63.6;61.1;59.2;58.3;56.7
"Điện Biên";51.3;53.6;53.9;54.5;54.2;58.4;58.6;61.6;63.7;64.2;62.2;61.4
"Lai Châu";53.4;56.9;58.5;56.7;59.5;57.3;59.8;60.7;60.2;59.9;61.6;60.8
"Sơn La";56.9;59.7;56.8;59.0;59.0;60.7;62.4;62.5;62.8;63.2;61.6;60.9
"Hoà Bình";55.7;62.4;61.3;62.6;63.2;66.6;66.8;67.9;67.1;67.0;66.2;64.9
"Bắc Trung Bộ và Duyên hải miền Trung";49.9;51.4;53.1;54.2;56.3;57.4;57.8;58.9;59.5;58.5;58.2;57.1
"Thanh Hoá";53.5;53.4;56.2;59.6;62.7;63.7;61.1;63.1;63.1;62.6;62.3;62.2
"Nghệ An";52.6;54.0;54.4;55.3;58.9;59.1;61.2;63.7;63.4;61.0;60.0;59.2
"Hà Tĩnh";48.5;48.9;53.5;52.5;53.3;56.5;56.7;55.8;57.0;57.8;55.2;54.0
"Quảng Bình";49.7;49.9;50.6;53.6;55.1;55.8;59.1;58.8;60.0;58.1;58.5;56.1
"Quảng Trị";45.1;50.1;50.0;50.5;51.9;54.0;53.7;55.3;55.5;55.0;54.3;54.0
"Thừa Thiên Huế";43.5;47.0;47.4;48.4;50.7;52.8;54.1;55.4;56.9;53.7;52.7;53.1
"Đà Nẵng";45.4;46.2;47.6;45.5;47.3;49.8;49.7;51.2;51.9;50.9;51.0;52.1
"Quảng Nam";51.3;51.0;53.2;56.2;55.7;55.3;56.4;57.3;59.0;58.3;59.0;59.7
"Quảng Ngãi";54.6;53.4;56.2;57.2;57.8;57.0;58.2;57.8;59.7;59.5;59.9;60.9
"Bình Định";48.7;51.2;54.9;55.0;56.4;58.1;58.3;59.9;60.2;58.7;59.1;58.9
"Phú Yên";53.1;54.6;55.0;55.3;56.4;58.0;61.0;61.1;59.9;59.4;59.7;58.8
"Khánh Hoà";46.4;50.2;50.5;50.1;52.6;54.1;53.3;55.1;56.3;55.2;54.9;55.8
"Ninh Thuận";45.8;48.9;51.0;50.0;53.2;54.0;54.2;54.0;55.5;55.4;55.8;56.8
"Bình Thuận";43.7;50.6;50.3;50.7;53.3;54.9;56.6;55.8;56.4;56.5;57.1;57.5
"Tây Nguyên";51.0;51.3;52.2;54.4;55.1;57.1;57.6;58.7;59.4;60.3;60.4;60.2
