"Năng suất lao động xã hội phân theo ngành kinh tế (*) by Ngành and Năm"

" ";"2005";"2007";"2008";"2009";"2010";"2011";"2012";"2013";"2014";"2015";"2016";"Sơ bộ 2017"
"TỔNG SỐ";21.4;25.3;32.0;37.9;44.0;55.2;63.1;68.7;74.7;79.4;84.5;93.2
"Nông nghiệp, lâm nghiệp và thủy sản";7.5;9.7;13.6;14.1;16.3;22.3;25.6;26.4;28.6;30.6;32.9;35.6
"Khai khoáng";346.6;373.8;503.1;567.1;742.2;982.8;1298.6;1474.3;1683.3;1695.6;1548.5;1775.4
"Công nghiệp chế biến, chế tạo";34.2;42.7;50.1;51.3;42.0;53.2;60.7;65.8;70.0;71.0;72.4;82.4
"Sản xuất và phân phối điện, khí đốt, nước nóng, hơi nước và điều hòa không khí";220.0;312.2;337.7;468.6;504.8;580.4;751.3;862.2;1024.7;1146.6;1190.5;1403.8
"Cung cấp nước; hoạt động quản lý và xử lý rác thải, nước thải";37.3;85.3;125.5;84.7;94.6;128.4;141.8;164.4;179.0;179.9;171.2;193.9
"Xây dựng";26.9;33.6;38.8;42.5;42.7;48.5;53.4;55.6;60.7;66.5;66.5;71.3
"Bán buôn và bán lẻ; sửa chữa ô tô, mô tô, xe máy và xe có động cơ khác";24.3;31.2;40.9;46.7;31.1;40.3;47.4;51.7;58.3;63.4;70.2;77.6
"Vận tải, kho bãi";21.7;29.1;35.4;38.8;43.8;55.9;62.2;67.0;73.2;71.9;74.8;76.0
"Dịch vụ lưu trú và ăn uống";35.6;41.0;43.6;42.8;45.5;51.1;55.3;60.7;64.2;63.7;69.0;77.1
"Thông tin và truyền thông";66.0;76.3;85.9;84.9;77.3;78.4;80.3;82.8;84.9;87.0;92.9;101.4
"Hoạt động tài chính, ngân hàng và bảo hiểm";257.3;84.0;103.3;435.6;457.8;493.0;547.7;581.9;588.2;631.1;660.7;712.4
"Hoạt động kinh doanh bất động sản";3232.2;541.0;699.8;1769.2;1300.0;1370.6;1204.8;1263.6;1278.6;1284.7;1273.9;1061.0
"Hoạt động chuyên môn, khoa học và công nghệ";82.0;107.2;117.6;111.2;128.8;160.4;166.5;190.2;204.2;220.7;236.9;255.8
"Hoạt động hành chính và dịch vụ hỗ trợ";32.3;34.7;40.8;41.6;42.5;50.8;51.3;55.0;56.3;56.6;60.8;60.4
"Hoạt động của Đảng Cộng sản, tổ chức chính trị - xã hội; quản lý Nhà nước, an ninh quốc phòng; đảm bảo xã hội bắt buộc";13.7;18.8;25.0;29.5;35.2;45.5;51.9;57.9;62.5;66.9;73.7;79.6
"Giáo dục và đào tạo";21.4;23.0;25.6;27.0;30.0;38.3;47.6;58.0;64.9;72.1;81.4;87.5
"Y tế và hoạt động trợ giúp xã hội";35.0;41.5;51.8;58.3;53.4;55.2;69.2;119.5;134.4;133.8;170.5;246.7
"Nghệ thuật, vui chơi và giải trí";76.9;70.2;61.6;61.9;62.8;67.3;73.0;78.1;80.7;84.6;88.9;104.9
"Hoạt động dịch vụ khác";17.9;25.6;37.0;51.1;50.0;59.0;68.5;76.9;85.6;90.0;94.7;102.1
"Hoạt động làm thuê các công việc trong các hộ gia đình, sản xuất sản phẩm, vật chất và dịch vụ tiêu dùng của hộ gia đình";7.5;11.0;15.6;15.8;15.0;20.5;25.4;28.7;32.9;35.9;37.3;41.2

"(*) Tổng sản phẩm trong nước theo giá hiện hành bình quân 1 "
"lao động 15 tuổi trở lên đang làm việc. Trong đó, giá trị tăng "
"thêm của các ngành được tính theo giá cơ bản."

